Zip Code,Audi A3 Plug In,Audi A7 Plug In,Audi A8 Plug In,Audi e-tron,Audi e-tron GT,Audi e-tron Sportback,Audi Q5 Plug In,Azure Transit Connect,Bentley Bentayga,BMW 3-Series Plug in,BMW 5-Series Plug in,BMW 7-Series Plug in,BMW i3,BMW i3 REx,BMW i8,BMW X3,BMW X5,Cadillac CT6,Cadillac ELR,Chevrolet Bolt EUV,Chevrolet Bolt EV,Chevrolet Spark,Chevrolet Volt,Chrysler Pacifica,Coda EV,E-Ride EXV,Ferrari SF90 Stradale,Fiat 500e,Fisker Karma,Ford C-Max Energi,Ford Escape Plug-in Hybrid,Ford Focus EV,Ford Fusion Energi,Ford Mustang Mach-E,Ford Ranger,Ford Think Neighbor,GEM NEV,Honda Accord Plug In,Honda Clarity Plug In,Hyundai Ioniq EV,Hyundai Ioniq Plug In,Hyundai Kona Electric,Hyundai Santa Fe Plug In,Hyundai Sonata Plug In,Hyundai Tucson Plug In,Jaguar I-Pace,Jeep Wrangler Plug In,Karma Revero,Kia Niro EV,Kia Niro Plug In,Kia Optima Plug In,Kia Sorrento Plug In,Kia Soul EV,Land Rover Range Rover Plug In,Lincoln Aviator Plug In,Lincoln Corsair,Lucid Air,Mclaren P1,Mercedes B-Class Electric,Mercedes C350e Plug In,Mercedes EQS,Mercedes GLC 350e Hybrid,Mercedes GLE55e,Mercedes S550e,Mercedes S560e,Miles ZX40ST,Mini Countryman Plug In,Mini Hardtop 2 Door EV,Mitsubishi i,Mitsubishi Outlander Plug In,New Flyer Xcelsior CHARGE,Nissan Leaf,Polestar 2,Porsche 918 Spyder,Porsche Cayenne S E-Hybrid,Porsche Panamera S E-Hybrid,Porsche Taycan,Rivian R1T,Smart forTwo EV,Smart forTwo EV Cabrio,Subaru Crosstrek Hybrid,Tesla Model 3,Tesla Model S,Tesla Model X,Tesla Model Y,Tesla Roadster,Toyota Prius Plug-in,Toyota Prius Prime,Toyota RAV4 EV,Toyota RAV4 Prime,Volkswagen e-Golf,Volkswagen ID.4,Volvo S60 Plug In,Volvo S90 Plug In,Volvo V60 Plug In,Volvo XC40 Recharge,Volvo XC60 Plug In,Volvo XC90 Plug In,Wheego Life,Workhorse E-GEN Van,Grand Total
75117,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,6
75119,,,,,,,,,,,1,,,,,,,,,,1,,3,1,,,,1,,,,,2,2,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,10,1,4,1,,,1,,,,,,,,,,,,,31
75123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1
75124,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
75125,1,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,8
75126,,,,1,,1,1,,,4,1,,2,6,,,3,,1,1,11,,20,3,,,,2,,,,,11,6,,,,,2,1,,,,,,,6,1,1,1,,,,,1,,,,,1,,,,1,,,,,,,,11,,,1,,1,,1,,,71,23,4,21,,1,7,,,,1,,,,,,3,,,234
75132,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
75134,,,,,,,,,,,1,,,,,,1,,,,2,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,5,4,2,1,,1,,,,,,,,,,,,,,20
75135,,,,,,,,,,,,,,,,,,,,,5,,,1,,,,1,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,2,1,2,1,,,,,,,,,,,,,,,,16
75137,,,,,,,,,,,,,,,,,,,,,2,,5,2,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,2,,,,1,,,,,,10,6,3,2,,,2,,,,,,,,,,1,,,39
75140,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,7
75141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
75142,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,6,,,1,,,3,,,,,,,,,,,,,19
75143,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,1,,,,,1,,,,,,1,,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,,2,,,2,,,,1,,,,,,,,,21
75144,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,6
75146,,,,,,,,,,,1,,,2,,,,,,,,,3,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,1,,10,6,,,,,1,,,,,,,,,,,,,28
75147,,,,,,,,,,,,,,,1,,,,,,2,,3,,,,,,,,,,,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,11
75148,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,3
75149,,,,,,,,,,,,,1,3,,,1,,2,,6,,7,,,,,2,,2,,,4,,,,,,,,,,,,,,1,,,1,,,1,,,,,,,,,,,,,,,,,1,,3,,,,,,,1,,,10,3,2,4,,,,,,,1,,,,,,,,,56
75150,,,,1,,1,,,,,2,,1,3,1,,,,1,,2,,5,,,,,,,,,,6,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,6,,,,,,,,,,13,4,,5,,,2,,,1,,,,,,,,,,56
75152,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,1,,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,10
75154,,,,,,,,,,1,2,,1,,3,,,,2,,1,,9,1,,,,,1,3,,,5,1,,,,,,,,,,,,,2,,1,,,,,,1,,,,,,,,,,,,,,,1,,5,,,1,,,,1,,,27,11,2,7,,,5,,,,,,1,,,,1,,,96
75155,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2
75156,,,,1,,,,,,,,,,,,,,,,,1,,4,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,2,5,1,1,,,,1,1,,,,,,,1,,,,24
75158,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,7
75159,,,,1,,,,,,,,,1,,,,,,,,1,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,10,3,,1,,,,,,,1,,,,,,,,,23
75160,,,,,,,,,,,,,,,1,,,,,,5,,5,,,,,,,,,,1,,,,,,,,1,,,,,1,1,1,,,,,,,1,,,,1,,,,1,,,,,,,1,,1,,,,,,,,,,2,2,1,,,,1,,,,,,,,,,,,,27
75161,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,4
75163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,3
75164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
75165,,,,1,,,1,,,2,,,,1,1,,1,,2,,8,,8,2,,,,1,,1,,,3,1,,,,,,,,,,,,,4,,2,,,,,,,,,,,,,,,,,,,,,1,,5,,,,,,,,,,29,12,5,16,,1,2,,,1,2,,,,,,,,,113
75166,,,,,,,,,,,1,,,,,,1,,,,2,,2,,,,,,,,,,,2,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,8,3,1,2,,,1,,,,,,,,,,1,,,28
75167,,,,,,,,,,,,,,,,,1,,,,1,,1,1,,,,,,2,,,2,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,1,,,19,5,,4,,,2,,1,1,,,,,,,1,,,47
75169,,,,,,,,,,,,,,,,,,,1,,2,,3,,,,,,,2,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,4,1,,1,,,,,1,,,,,,,,,,,19
75172,,,,,,,,,,1,,,2,3,,,1,,,,,1,12,,,,,1,,1,,,2,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,1,,,,,8,7,2,3,,,1,,,,,,,,,,,,,53
75173,,,,,,,,,,,1,,,,,,,,,,2,,2,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,4,1,,,,,,,,,,,,,,,,,,14
75180,,,,,,,,,,,,,,,,,,,,,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,3,1,,1,,,,,,,,,,,,,,,,12
75181,,,,,,,,,,1,1,,,1,,,,1,,,1,1,5,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,6,1,4,,,1,,1,,,,,,,,1,,,41
75182,,,,,,1,,,,,3,,,,,,,,,,2,,4,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,4,,,1,1,,,,,,27,11,4,12,,,,,,,,,1,,,,,,,73
75189,,,,,,,,,,,,,,,1,,,,1,,6,1,8,3,,,,2,,1,,,4,3,,,,,1,,,,,,,,3,,,,,,,,1,,,,,2,,,,,,,,,,,,2,,,,1,1,,,,,36,8,4,15,,,4,,,,,,,,1,,,,,109
75200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1
75201,3,1,,4,2,1,3,,,5,10,,3,5,4,1,2,,1,,5,,5,10,,,,4,1,1,,,2,2,,,1,,,1,,,,,,,59,1,,,,,1,,1,,,,,,,,,,,,1,,,,,12,2,,6,2,6,,2,,,99,67,20,27,,1,5,,1,,1,,,,1,3,1,,,396
75202,,,,1,,1,,,,,2,,1,,,,,,1,,1,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,4,1,2,,,,,26,14,2,3,,,,,1,1,,,,,,1,,,,67
75203,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,7,1,1,7,,,,,,,,,,,,,,,,22
75204,,1,,5,,1,4,,,4,4,,3,6,3,1,5,,1,,4,,10,2,,,,1,2,2,,,6,5,,,,,4,,1,,,1,,,6,,1,1,1,,2,1,,,,,,,,,,,,,1,,,,,8,3,,4,2,5,,1,,,153,60,20,65,,1,9,,4,,4,1,,,,6,3,,,438
75205,,,,7,1,,5,,,1,6,1,1,2,2,2,11,,2,,3,,6,2,,,,1,,1,,,2,3,,,3,,1,,,1,,,,1,4,,1,1,,,1,2,1,,,1,1,,,1,,1,,,,,,2,,5,1,,12,6,26,,1,,,97,125,47,41,1,,2,,2,,2,,,,2,3,3,,,457
75206,,1,,9,2,2,2,,,3,5,,3,3,1,3,4,,,,4,,8,4,,,,2,,4,,,1,2,,,1,,2,,,,,,,,6,,2,,2,,,,,,,,,,,2,,,,,1,,,,,8,1,,5,3,4,1,1,,,168,50,16,66,,3,4,,,1,2,,1,,,1,4,,,418
75207,1,,,1,,,1,,,,,,1,,1,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,1,,,1,,2,,,,,11,9,1,1,,,,,,,,,,,,,,,,36
75208,,1,,2,,1,1,,,1,3,,6,5,2,2,6,,,1,5,,7,3,,,,2,,3,,,1,2,,,,,2,,1,,,,,,2,,1,1,,,,,1,,,,,,,,,,,,1,3,,,,8,1,,1,,4,,1,,,64,24,5,28,,2,6,,1,,2,,,,1,1,3,,,218
75209,1,,,7,1,2,1,,,1,4,1,3,3,1,1,6,,,,2,,4,1,,,1,,,,,,1,2,,,1,,,,,,,,,2,1,,,1,,,,,1,,,,,,,2,,,,,1,1,,,,2,,1,6,4,6,,1,,,54,48,26,33,,1,2,,,,1,,,,1,3,4,,,246
75210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,1,,,,,,,4
75211,,,,1,,,1,,,1,,,,1,1,,,,,,,1,5,,,,,2,,,,,2,,,,,1,,,,1,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,15,7,5,6,,,1,,,,2,,,,1,,,,,60
75212,,,,,,,,,,1,1,,,,3,,2,,,,,,1,1,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,18,1,,7,,,,,,,1,,,,2,,,,,41
75213,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
75214,2,,,9,2,4,1,,,1,7,,7,9,1,2,9,,,,8,,12,7,,,,7,,5,,,6,7,,,,1,6,,,,,,,3,3,,2,1,,2,,,1,,,,2,,,,,,,,,,,1,,13,,,2,5,4,,1,1,,131,83,27,56,,1,6,1,5,2,4,2,,,2,5,8,,,487
75215,,,,1,,,,,,,2,,,1,4,,,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,3,,,,,,,,,,14,1,1,4,,1,,,,,,,,,,,1,,,38
75216,,,,,,,,,,1,,,1,,,,,,,,1,,1,,,,,1,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,,,,,,,,,3,,3,,,,,,,,,,1,,,,,,,24
75217,,,,1,,,,,,,,,,,,,,1,,,2,,2,,,,,,,,,,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,2,,3,,,,,,,1,,,9,,1,1,,,,,,,,,,,,,,,,28
75218,3,,,3,,1,2,,,,1,,2,5,,,4,,1,2,7,1,10,3,,,,2,,,,,4,3,,,,,2,,,1,,,,,2,,2,2,,1,1,,1,,,,,,,,,,,,,1,,1,,7,2,,4,,4,,1,,,62,29,5,24,,1,9,,2,1,4,,,,1,1,5,,,230
75219,3,,,6,1,4,4,,,5,3,1,7,9,2,1,4,1,1,1,7,,7,1,,,,3,,1,,1,6,4,,,,1,1,,,,,,,,2,,1,,,,,,,,,,,,1,,,,,,1,1,,1,,4,,,8,2,6,,,,1,136,63,13,51,1,,3,,3,1,4,,,,4,,1,,,393
75220,1,1,,2,1,2,2,,1,,1,,,1,,1,3,,,,6,,4,2,,,1,,,1,,,1,2,,,,,2,,,,,,,,2,,,,,,,,,,,,,,,1,,1,,,1,,,1,,3,,,4,3,10,,,,,37,54,25,20,,1,3,,,,,,1,,,1,1,,,204
75223,,,,,,,,,,,1,,,,,2,,,,,,,1,,,,,1,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,1,,,,,10,1,2,5,,,,,1,,,,,,,,,,,31
75224,,,,1,,,,,,,,,1,,,,,,,,2,,3,1,,,,,,,,,1,1,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,1,,,,,,,,,,3,,,,,1,,,,,9,2,,1,,,1,,,,,,,,,,,,,32
75225,,1,,5,,3,2,,,2,4,,,2,,3,8,,,,3,,6,5,,,,,,1,1,1,,1,,,1,,,,,,,,,2,2,,,,,,,1,3,,,,1,,,,,,,,1,,,,,,1,,11,8,22,,,,,76,134,54,45,1,,,,1,,2,,,,1,2,5,,,422
75226,,,,,,,1,,,,,,2,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,18,3,2,7,,,,,,,1,,,,,,,,,40
75227,,,,,,,,,,,1,,1,3,,,2,,,,1,,1,2,,,,2,,,,,7,2,,,,,,,,,,1,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,17,6,,4,,1,4,,,,1,,1,,,1,,,,67
75228,,,,1,,,,,,,1,,4,3,,,1,2,1,,4,1,13,1,,,,5,,1,,1,1,1,,,,,2,,,,,,,,2,,,,,,,,,,,,,,,,,,,,1,,,,,13,,,,1,,,,,,27,7,,12,,,4,,3,,1,,1,,2,,2,,,119
75229,1,,,9,2,1,2,,,4,2,,3,2,,5,5,,,,8,,14,5,,,,3,,,,,1,2,,,,,2,,,,,,,1,4,,,,,1,,,,,,,,,,1,,,,,,,,1,,6,,1,1,3,13,,,1,,78,80,33,37,,1,2,,3,,1,1,2,,2,3,2,,17,366
75230,2,,,7,1,7,3,,,5,8,,2,3,3,3,6,,,,13,1,7,5,,,1,,,2,,,2,4,,,1,,4,,,1,,,,1,,,1,,,,,1,3,,,,,1,1,,1,1,,,,1,,2,,7,1,1,17,5,18,,,,,113,120,51,60,,1,6,,1,,,,,,4,6,8,,,523
75231,,,,1,,,,,,,1,,3,1,,,2,,,,2,,7,3,,,,,,1,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,2,,6,,,4,2,1,,,,,47,24,7,19,,1,,1,,,3,2,,,,,3,,,147
75232,,,,,,,,,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,1,,,,,,,,,,1,,1,,,,,1,,,,,12,1,1,2,,,1,,,,,,,,,,,,,30
75233,,,,,1,,,,,,1,,,,,,,,,,1,,3,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,2,,,,,,,,,5,1,1,3,,,1,,,,1,,,,,,,,,24
75234,,,,2,1,,1,,,1,2,,2,1,3,,4,,,,9,,8,11,,,,2,1,2,,,3,2,,,,,1,,,,,,,1,1,,,2,,,,,,,,,2,,,2,,,,,,,,,,9,,,,,1,,2,,,75,22,5,37,,2,2,,1,,1,2,,,,,1,,,224
75235,,,,3,,,,,,1,1,,3,3,,,,,,,1,,7,1,,,,1,,1,,,4,1,,,,,1,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,106,266,90,18,,,2,,1,,1,,1,,1,2,,,,522
75236,1,,,,,,,,,,,,,2,,,,,,,1,,5,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,11,4,2,2,,,,,,,,,,,,,,,,33
75237,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,,,,1,,,,,,,,,,,,,10
75238,,,,,,,1,,,,3,,3,4,,2,2,,,,2,,7,4,,,,1,,,,,2,1,,,,,,,,,,,,,3,,,,,,,,1,,,,,,,,,,,,,,,,,7,,,1,,,,,,,43,18,6,12,,,2,,,1,,,,,1,1,2,,,130
75240,,,,1,,,2,,,,3,,4,2,,1,4,,1,,4,1,6,2,,,,3,,1,,,4,2,,,1,,,,,,,1,,,2,,1,1,,,1,,,,,,,1,1,,,1,,,,,,,,7,,,1,2,,,,,,30,14,8,11,1,2,4,,,,,,,,,,,,,131
75241,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,3,3,,1,,,1,,,,,,,,,,,,,14
75243,1,,,1,,,,,,2,2,,3,1,1,,1,,,,5,,13,4,,,,2,,2,,1,5,,,,,,3,,,,,1,,,,,3,1,,,,,1,,,,,1,,,,,,,,,,,,5,,,2,3,2,,2,,,58,20,6,22,,2,2,,3,,2,,,,,,1,,,184
75244,,,,3,,1,,,,3,2,,2,,,2,2,1,,,4,,2,,,,,1,,,,,1,2,,,,,1,,,,,,,,1,,1,,1,1,,,,,,,,,,1,,,,,,,,,,2,,,1,1,2,,2,,,39,27,11,17,,1,1,,,,,,,,1,2,3,,,142
75245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1
75246,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,1,,,,,,,,,,,,,5
75247,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,4,2,1,,,,,,,,,,,,,2,,,14
75248,1,,1,4,3,3,4,,,1,7,,3,2,1,,3,,1,1,7,,14,4,,,,2,,6,,,5,3,,,,,3,,,,,,,,3,1,1,2,,,,,,,,,,,,,2,,,,1,1,,1,,11,1,1,3,1,6,,2,,,107,75,17,37,,4,5,,1,,4,,,,2,1,4,,,373
75249,,,,,,,,,,2,,,,,,1,,,,,2,,1,1,,,,1,,2,,,1,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,3,,,,2,,,,,,16,1,,4,,,1,,,,,,,,,,,,,41
75250,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,3
75251,1,,,,,,2,,,,,,,,1,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,1,,,,,8,1,,6,,,,,,2,,,,,,,,,,28
75252,1,,,4,,1,,,,3,3,1,5,3,1,1,,,,,5,1,13,4,,,,2,1,,,,2,1,,,1,,4,,,,,,,1,2,,,,,,,,1,,,,,,,,,,,,,,2,1,,8,2,,3,3,2,,,,,86,43,10,27,1,1,3,,,,1,,1,,2,2,4,,,263
75253,,,,,,,,,,1,,,,,,,1,,,,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,10
75254,3,,,1,2,,,,,1,,,1,,2,1,2,,,,3,,7,1,,,,1,1,1,,,,1,,,,,,,,,,1,,,1,,,,,,1,,,,,,,,,1,,,,,,,,,,2,,,1,1,2,,,,,32,24,10,9,,2,3,,,,1,,,,,,4,,,123
75256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
75261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,1,,,,,,,,,,,,,,,,,,152
75266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
75268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
75270,,,,,,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
75287,,,,5,,3,2,,,1,3,1,1,1,3,,,,,,1,,14,,,,,3,,2,,,5,2,,,,,2,,,,,,,,2,,2,,,,2,,2,,,,,,,,,,,,,1,1,2,,11,,,5,1,3,,,,,76,39,16,22,,,7,,1,1,1,1,,,1,1,2,,,249
75288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1
75379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1
75401,,,,,,,,,,,,,,,,,,,,,2,,4,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,3,,,1,,,1,,,,,,,,,,,,,17
75402,,,,,,,,,,,,,,,,,,,,,2,,6,1,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,9,3,2,5,,,2,,,,1,,,,,,,,,35
75407,,,,,,,,,,,,,,1,,,,,,,3,,5,,,,,1,,1,,,4,,,,,,1,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,22,4,2,11,,1,2,,,,,,,,,,,,,65
75409,,,,,,,,,,,,,1,,,,,,1,,,,6,2,,,,,,,,,6,2,,,,,1,,,,,,,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,4,,,,,,,,,,20,3,1,6,,,1,,,,1,,,,,,1,,,59
75410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,4
75414,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4
