Zip Code,Audi A3 Plug In,Audi A7 Plug In,Audi A8 Plug In,Audi e-tron,Audi e-tron GT,Audi e-tron Sportback,Audi Q5 Plug In,Azure Transit Connect,Bentley Bentayga,BMW 3-Series Plug in,BMW 5-Series Plug in,BMW 7-Series Plug in,BMW i3,BMW i3 REx,BMW i8,BMW X3,BMW X5,Cadillac CT6,Cadillac ELR,Chevrolet Bolt EUV,Chevrolet Bolt EV,Chevrolet Spark,Chevrolet Volt,Chrysler Pacifica,Coda EV,E-Ride EXV,Ferrari SF90 Stradale,Fiat 500e,Fisker Karma,Ford C-Max Energi,Ford Escape Plug-in Hybrid,Ford E-Transit,Ford Focus EV,Ford Fusion Energi,Ford Mustang Mach-E,Ford Ranger,Ford Think Neighbor,GEM NEV,Honda Accord Plug In,Honda Clarity Plug In,Hummer Hummer EV SUT,Hyundai Ioniq 5,Hyundai Ioniq EV,Hyundai Ioniq Plug In,Hyundai Kona Electric,Hyundai Santa Fe Plug In,Hyundai Sonata Plug In,Hyundai Tucson Plug In,Jaguar I-Pace,Jeep Wrangler Plug In,Karma Revero,Kia EV6,Kia Niro EV,Kia Niro Plug In,Kia Optima Plug In,Kia Sorrento Plug In,Kia Soul EV,Land Rover Range Rover Plug In,Lincoln Aviator Plug In,Lincoln Corsair,Lucid Air,Mclaren P1,Mercedes B-Class Electric,Mercedes C350e Plug In,Mercedes EQS,Mercedes GLC 350e Hybrid,Mercedes GLE55e,Mercedes S550e,Mercedes S560e,Miles ZX40ST,Mini Countryman Plug In,Mini Hardtop 2 Door EV,Mitsubishi i,Mitsubishi Outlander Plug In,New Flyer Xcelsior CHARGE,Nissan Leaf,Polestar 2,Porsche 918 Spyder,Porsche Cayenne S E-Hybrid,Porsche Panamera S E-Hybrid,Porsche Taycan,Rivian R1T,Smart forTwo EV,Smart forTwo EV Cabrio,Subaru Crosstrek Hybrid,Tesla Model 3,Tesla Model S,Tesla Model X,Tesla Model Y,Tesla Roadster,Toyota Prius Plug-in,Toyota Prius Prime,Toyota RAV4 EV,Toyota RAV4 Prime,Volkswagen e-Golf,Volkswagen ID.4,Volvo C40 Recharge,Volvo S60 Plug In,Volvo S90 Plug In,Volvo V60 Plug In,Volvo XC40 Recharge,Volvo XC60 Plug In,Volvo XC90 Plug In,Workhorse E-GEN Van,Grand Total
75106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
75109,,,,,,,1,,,,1,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,3,,,1,,,,,,,,,1,,,,14
75110,,,,,,,,,,,1,,,,,,,,,,1,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,1,,,,1,,1,,,,,,,,,,,15
75114,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,,,7
75115,,,,2,,,1,,,2,2,,1,2,1,,4,,,,5,,12,3,,,,1,1,,,,,6,2,,,,,1,,,,,,,,,2,2,,,,,,,1,,,,,,1,2,,1,,,,,,,,,,1,,,1,1,1,,,,,25,18,3,12,,,1,,,,2,,,,,1,,1,,122
75116,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,4,2,,2,,,,,,,,,,,,,,,,15
75117,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,6
75119,,,,,,,,,,,1,,,,,,,,,,1,,3,1,,,,1,,,,,,2,2,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,12,2,4,1,,,1,,,,,,,,,,,,,34
75123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1
75124,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
75125,1,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,3,,,1,,,,,,,,,,,,,,,,10
75126,,,,1,,2,1,,,4,1,,2,6,1,,3,,,1,11,,20,4,,,,2,,1,,,,12,7,,,,,2,,,2,,,,,,,6,1,1,1,1,,,,,1,,,,,1,,,,1,,,,,,,,11,,,2,,1,,,,,81,25,5,24,,1,7,,1,,1,,,,,,,4,,259
75132,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
75133,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
75134,,,,,,,,,,,1,,,,,,1,,,,2,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,5,4,2,2,,1,,,,,,,,,,,,,,22
75135,,,,,,,,,,,,,,,,,,,,,5,,3,1,,,,1,,,,,,1,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,3,2,2,2,,,1,,,,,,,,,,,,,24
75137,,,,,,,,,,,,,,,,,,,,,2,,6,2,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,2,,,,1,,,,,,12,6,3,2,,,2,,,,,,,,,,,1,,42
75140,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,7
75141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,3
75142,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,7,,1,1,,,2,,,,,,,,,,,,,21
75143,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,1,,,,,,1,,,,,,1,,,,,,,,,,3,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,6,2,,2,,,3,,,,1,,,,,,,,,24
75144,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,6
75146,,,,,,,,,,,1,,,2,1,,,,,,,,3,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,1,,1,,,,,,,,1,,10,4,1,1,,,1,,,,,,,,,,,,,30
75147,,,,,,,,,,,,,,,1,,,,,,2,,3,,,,,,,,,,,,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,11
75148,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,3
75149,,,,,,,,,,,,,1,3,,,1,,3,,6,,7,,,,,2,,1,,,,4,,,,,,,,,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,1,,3,,,,,,,1,,,12,3,2,4,,,,,,,1,,,,,,,,,58
75150,,,,1,,1,,,,,4,,1,2,1,,,,1,,2,,8,,,,,,,,,,,6,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,7,,,,,,,,,,14,4,,7,,,2,,1,1,,,,,,,,,,65
75152,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,1,,,,1,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,10
75154,,,,,,,,,,2,2,,2,,3,,,,2,,1,,10,1,,,,,1,3,,,,4,1,,,,,,,,,,,,,,,3,,,1,1,,,,,1,,,,,,,,,,,,,,,1,,5,,,1,,,,1,,,30,11,2,9,,,5,,,,1,,,1,,,,1,,106
75155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
75156,,,,1,,,,,,,,,,,,,,,,,1,,6,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,4,5,1,1,,,,1,1,,,,,,,,1,,,27
75158,,,,,,,,,,,1,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,8
75159,,,,1,,,,,,,,,1,,,,,,,,1,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,10,3,,1,,,,,,,1,,,,,,,,,24
75160,,,,,,,,,,,,,,,1,,,,,,4,,5,,,,,,,,,,,1,,,,,,,,1,,1,,,,,1,,1,,,,,,,,1,,,,,,,,1,,,,,,,1,,1,,,,,,,,,,2,4,1,2,,,1,,,,1,,,,,,,,,30
75161,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,3,,,1,,,,,,,,,,,,,,,,7
75163,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,4
75164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
75165,,,,1,,,1,,,2,,,,1,2,,1,,2,,9,,7,1,,,,1,,,,,,3,,,,,,,,,,,,,,,,4,,2,2,,,,,,,,,,,,,,,,,,,,,1,,5,,,,,1,,,,,31,12,3,17,,1,2,,,1,2,,,,,,,,,115
75166,,,,,,,,,,,1,,,,,,1,,,,2,,2,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,8,3,1,2,,,1,,,,,,,,,,,1,,28
75167,,,,,,,,,,,,,,,,,1,,,,1,,2,1,,,,,,2,,,,2,1,,,,,,,,,1,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,1,,,19,5,,4,,,2,,1,1,,,,,,,,1,,51
75169,,,,,,,,,,,,,,,,,,,1,,2,,3,,,,,,,2,,,,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,5,1,,2,,,,,1,,,,,,,,,,,21
75172,,,,,,,,,,1,,,2,3,,,1,,,,1,1,14,,,,,1,,,,,,3,1,,,,,1,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,1,,,,,10,5,1,3,,,,,,,,,,,,,,1,,58
75173,,,,,,,,,,,1,,,,,,,,,,2,,2,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,4,1,,1,,,,,,,,,,,,,,,,16
75180,,,,,,,,,,,,,,,,,,,,,2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,3,1,,1,,,,,,,,,,,,,,,,14
75181,,,,,,,,,,1,1,,,,,,,1,,,1,1,6,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,6,2,4,,,2,,1,,,,,,,,,1,,45
75182,,,,,1,1,,,,,2,,,,,,,,,,1,,4,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,5,,,1,1,,,,,,32,11,4,14,,,,,,,,,,1,,,,,,82
75189,,,,,,,,,,,1,,,,1,,,,1,,6,1,8,3,,,,2,,1,,,,4,5,,,,,1,,,,,,,,,,3,,,1,,,1,,,1,,,,,2,,,,,,,,,,,,2,,,,1,1,,,,,39,8,4,18,,,4,,,,1,,,,,1,,,,121
75200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,2
75201,3,1,,4,2,2,3,,,4,9,,4,5,4,,1,,1,,4,,6,13,,,1,4,1,1,,,,1,3,,,1,,1,,,1,,,,,,,71,1,,,,,,1,,1,,,,,,1,,,,,,1,,,,,12,3,,7,2,7,,2,,,104,71,19,33,,1,5,,1,,1,,,,,1,3,1,,429
75202,,,,,,1,,,,,2,,1,,,,,,1,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,1,2,,4,1,2,,,,,27,14,1,4,,,,,1,1,,,,,,,1,,,69
75203,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,1,,,,,9,1,2,8,,,,,,,,,,,,,,,,29
75204,,,,5,,2,4,,,4,5,,3,6,2,1,5,,1,,5,,9,2,,,,1,2,2,,,,4,5,,,,,4,,,,1,,,1,,1,6,,,1,2,1,,2,1,,,,,,,,,,,,,1,,,,,7,3,,4,2,6,1,1,,,160,61,21,72,,1,8,,4,,5,,1,,,,6,2,,454
75205,,,,10,1,,5,,,,7,2,1,2,3,2,8,,2,,3,,6,2,,,,2,,1,,,,2,3,,,2,,1,,,,,1,,,,1,4,,,1,1,,,1,2,1,,1,1,1,,,1,,1,,,,1,,1,,5,1,,12,6,27,,1,,,100,127,50,50,1,,3,,2,,2,,,,,2,5,3,,481
75206,,1,,11,2,2,2,,,4,6,,3,3,1,3,5,,,,5,,8,4,,,,2,,5,,,,1,2,,,1,,2,,,,,,,,,,10,,,2,,2,1,,,,1,,,,,,2,,,,,2,,,,,8,3,,4,3,6,1,1,,,177,49,17,71,,2,4,,1,1,2,,,1,,2,1,4,,451
75207,1,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,1,,,1,,2,,,,,13,8,1,1,,,,,1,,,,,,,,,,,35
75208,,1,,1,,1,1,,,1,3,,6,4,2,1,6,,,1,4,,9,3,,,,2,,3,,,,1,2,,,,,2,,,,1,,,,,1,3,,,1,1,,,,,1,,,,,,,,,,,,,4,,,,8,1,,1,,3,,1,,,68,24,5,31,,2,7,,3,,2,,,,,1,2,3,,228
75209,1,,,8,1,2,1,,,1,4,1,3,3,1,1,5,,,,2,,4,1,,,1,,,,,,,1,2,,,1,,,,,,,,,,,2,1,,,,1,,,,,1,,,,,,,2,,,,,1,1,,,,2,,1,6,5,7,,1,,,53,50,25,38,,1,2,,,,1,,,,,1,3,3,,252
75210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,,1,,,,,,4
75211,,,,1,,,1,,,1,,,,1,2,,,,,,,1,5,,,,,3,,,,,,2,,,,,1,,,,,,1,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,1,,3,1,,,,,,,,,15,6,4,8,,,1,,,,2,,,,,1,,,,64
75212,,,,,,,,,,1,1,,1,,1,,2,,,,,,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,19,1,1,8,,,1,,,,1,,,,,2,,,,44
75213,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
75214,2,,,10,2,4,1,,,1,7,,7,9,1,1,10,,,,7,,12,7,,,,7,,5,,,,6,7,,,,1,6,,1,,,,,,,3,4,,1,3,1,,2,,,1,1,,,1,,,,,,,,,,,1,,10,,,4,5,5,,1,1,,130,85,28,60,,1,5,1,5,2,6,,2,,,3,5,8,,499
75215,,,,1,,,,,,,1,,,1,4,,1,,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,4,,,,,,,,,,16,1,1,4,,1,,,,,,,,,,,,2,,42
75216,,,,,,,,,,1,,,2,,,,,,,,1,,1,,,,,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,,,,,,,,,4,1,2,1,,,,,,,,,,1,,,,,,27
75217,,,,1,,,,,,,,,,,,,,1,,,2,,2,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,2,,4,,,,,,,,,,11,,1,1,,,,,,1,,,,,,,,,,31
75218,3,,,3,,1,2,,,,1,,2,5,,,4,,1,2,6,1,11,3,,,,2,,,1,,,4,3,,,,,2,,,,,1,,,,,3,,,2,2,,1,1,1,1,,,,,,,,,,,,,1,,1,,6,2,,4,,4,,1,,,64,31,6,26,,1,9,,2,1,4,,,,,1,1,6,,240
75219,3,,,7,2,4,4,,,5,4,1,9,9,3,1,4,1,1,1,7,,9,2,,,,3,,1,,,1,5,4,,,,1,1,,,,,,,,,,3,,,1,,,,,,,,,,,,1,,,,,,1,2,,1,,5,,,7,2,5,,1,,1,136,66,14,53,1,,3,,4,1,5,,,,,4,,1,,411
75220,1,1,,2,4,3,2,,2,1,1,,,,,1,4,,,,6,,4,2,,,1,,,1,,,,,2,,,,,3,,,,,,,,,,2,,,,,,,,,,,,,,,2,1,,1,,,1,,,1,,3,,,5,2,9,,,,,38,56,25,23,,1,3,,,,,,,1,,,1,2,,218
75223,,,,,,1,,,,,2,,,,,2,,,,,,,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,1,,,1,,,,,,,,,,,,,2,,,,,1,,,,,11,1,2,5,,,,,1,,,,,,,,,,,35
75224,,,,1,,,,,,,,,2,,,,,,,,2,,3,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,2,,,2,,,,,,,,,,,,,1,,,,,,,,,,4,,,,,1,,,,,13,3,,2,,,1,,,,,,,,,,,,,40
75225,,1,,8,,3,2,,,2,4,,,2,,3,6,,,,4,,6,5,,,,,,1,1,,1,,1,,,1,,,,,,,,,,,3,2,,,,,,,,1,3,,1,,1,,1,,,,,,1,,,,,,1,,10,10,21,,,,,73,135,58,50,1,,,,1,,2,,,,,1,1,5,,433
75226,,,,,,,,,,,,,2,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,1,,,,,,,,,,,,,,,,1,,,,,,1,,,,1,,,,,18,3,1,10,,,,,,,1,1,,,,,,,,44
75227,,,,,,,,,,,1,,,3,,,2,,,,1,,1,2,,,,1,,1,,,,6,3,,,,,,,,,1,,,1,,,3,,,,1,,,1,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,20,6,,4,,1,4,,,,1,,,1,,,1,,,72
75228,,,,2,,,,,,,1,,4,3,,,2,2,1,,4,1,12,1,,,,5,,1,,,1,1,1,,,,,1,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,1,,,,,12,1,,,1,,,,,,27,6,,19,,,4,,4,,1,1,,1,,2,,2,,127
75229,1,,,7,2,1,2,,,5,3,,3,3,,5,7,,,,8,,14,5,,,,3,,,,,,1,2,,,,,2,,,,,,,,,,4,,,,,,1,,,,1,,,,,,1,,,,,,,,1,,5,,1,2,3,11,,,1,,75,85,33,45,,1,2,,3,,1,,1,2,,2,3,2,15,375
75230,2,,,7,1,7,3,,1,5,8,,2,3,3,3,9,,,,13,1,7,5,,,1,,,2,,,,2,6,,,1,,4,,,,,1,,,,1,,,1,1,,,,1,1,3,1,,,,1,2,,1,1,,,,1,,2,,7,2,1,16,5,19,,,,,119,119,56,62,,1,4,,1,,,,,,,5,6,9,,546
75231,,,,1,,,,,,,1,,3,1,,,1,,,,2,,7,3,,,,,,1,,,,1,1,,,,,1,,1,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,2,,7,,,3,2,1,,,,,46,23,8,21,,1,,1,,,3,,3,,,,,3,,150
75232,,,,,,,,,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,2,,,,,,,1,,,,,,,,,,1,,1,,,,,1,,,,,14,1,1,2,,,1,,,,,,,,,,,,,33
75233,,,,,1,,,,,,1,,,,,,,,,,1,,3,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,3,2,,,,,,,,,6,1,1,3,,,1,,,,1,,,,,,,,,26
75234,,,,2,1,,1,,,1,2,,1,1,2,,4,,,,9,,8,11,,,,2,,1,,,,3,2,,,,,2,,,,,,,,,1,2,,,,1,,1,,,,,1,,2,,,2,,,,,,,,,,9,,,,,1,,3,,,86,24,7,40,,2,4,,1,,1,,2,,,,,1,,244
75235,,,,2,,,,,,1,1,,2,4,,,1,,,,2,,8,1,,,,1,,1,,,,5,1,,,,,1,,,,,,,2,,,1,,,,,,,,,,1,,,,,,,,,,,,1,,,,2,1,,,,,,,,,109,262,93,21,,,2,,1,,2,,,1,,1,2,,,533
75236,1,,,,,,,,,,,,,2,,,,,,,1,,5,2,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,14,5,2,2,,,,,,,,,,,,,,,,38
75237,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,5,1,1,1,,,1,,,,,,,,,,,,,15
75238,,1,,,,,,,,,2,,3,4,,2,2,,,,2,,7,4,,,,1,,,,,,2,1,,,,,,,,,,,,,,,3,,,,,,2,,,1,,,,,,,,,,,,,,,,,7,1,,,,,,,,,46,19,6,14,,,2,,1,1,,,,,,1,1,2,,138
75240,,,,2,,,2,,,,3,,4,2,,1,4,,1,,3,1,6,2,,,,3,,1,,,,4,2,,,,,,,,,,,,1,,,3,,,1,1,,,1,,,,,,,1,1,,,1,,,,,,,,8,,,1,2,,,,,,33,14,7,12,1,2,5,,1,,,,,,,,,,,137
75241,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,3,3,,2,,,1,,,,,,,,,,,,,14
75243,1,,,2,,,,,,2,1,,4,1,1,,2,,,,5,,13,3,,,,2,,2,,,1,5,,,,,,3,,1,,,,,1,,,,,,4,,,,,,1,,,,,1,,,,,,,,,,,,5,,,2,3,1,,2,,,62,18,7,24,,2,4,,3,,2,,,,,,,1,,192
75244,,,,4,,1,,,,3,2,,2,,,2,2,1,,,5,,2,1,,,,1,,,,,,1,2,,,,,1,,,,,,,,,,2,,1,1,,1,1,,,,,,,,,2,1,,,,,,,,,,3,,,1,1,3,,2,,,40,27,11,20,,1,1,,,,,,,,,1,2,3,,155
75245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1
75246,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,1,,,,,,,,,,,,,5
75247,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,4,2,1,,,,,,,,,,,,,,2,,14
75248,1,,1,2,3,3,4,,,1,6,,3,2,2,,3,,1,1,7,,15,5,,,,2,,6,,,,5,4,,,,,3,,,,,,,,,,4,1,,2,2,,,,,,,,,,,,,2,,,,1,1,,1,,11,1,1,3,1,6,,2,,,112,76,16,40,,4,5,,1,,4,,,,,2,1,3,,383
75249,,,,,,,,,,2,,,,,,1,,,,,2,,1,1,,,,1,,2,,,,1,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,3,,,,2,,,,,,16,2,,4,,,1,,,,,,,,,,,,,42
75250,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,3
75251,1,,,,,,2,,,,,,,,1,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,1,,,,,9,2,,6,,,,,,2,,,,,,,,,,30
75252,2,,,3,,1,,,,3,4,1,5,3,1,1,,,,,5,1,13,4,,,,2,,,,,,2,3,,,1,,4,,,,,,1,,,1,4,,,,,,,,,1,,,,,,,,,,,,,,2,1,,8,2,,3,4,2,,,,,91,42,13,28,1,1,5,,1,1,1,,,1,,3,1,4,,281
75253,,,,,,,,,,1,,,,,,,1,,,,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,10
75254,3,,,1,2,,,,,2,1,,1,,2,1,2,,,,3,,7,1,,,,1,1,1,,,,,1,,,,,,,,,,,,1,,,2,,,,,,,1,,,,,,,,,1,,,,,,,,,,4,,,1,1,2,,,,,31,24,9,14,,2,4,,,,1,,,,,,,4,,132
75256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
75261,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190,1,,,,,,,,,,,,,,,,,,198
